name,M,A,R1,R2,R3,E_gap
C56H27F18N5O2SZn,FZnP,rot-EthenThPCyanoAcryl,FPh,DTBP,FPh,4.14492285197889
C57H30F8N6O6SZn,FZnP,rot-EthynBTDPhA,DMP,Ph,DMP,3.7042367593408017
C64H48F13N5O2SZn,FZnP,rot-EthenThPCyanoAcryl,DTBP,FPh,DTBP,4.114893298290212
C57H25F13N6O6SZn,FZnP,rot-EthynBTDPhA,DMP,FPh,DMP,3.6737868801587865
C59H34F8N6O8SZn,FZnP,rot-EthynBTDPhA,DMP,DMP,DMP,3.6193991081844388
C60H36F8N6O9SZn,FZnP,rot-EthynBTDPhA,DMP,TMP,DMP,3.502286109106649
C67H55F8N5O3SZn,FZnP,rot-EthenThPCyanoAcryl,DTBP,EthynPhM,DTBP,3.8143919625005083
C72H69F8N5O2SZn,FZnP,rot-EthenThPCyanoAcryl,DTBP,DTBP,DTBP,4.026346037504254
C65H46F8N6O6SZn,FZnP,rot-EthynBTDPhA,DMP,DTBP,DMP,3.6815559782826313
C66H57F8N5O4SZn,FZnP,rot-EthenThPCyanoAcryl,DTBP,DMP,DTBP,3.9561135392152664
C57H35F8N5O9SZn,FZnP,rot-EthenThPCyanoAcryl,TMP,EthynPhM,TMP,3.5885744588490525
C62H49F8N5O8SZn,FZnP,rot-EthenThPCyanoAcryl,TMP,DTBP,TMP,3.7395020827416374
C67H59F8N5O5SZn,FZnP,rot-EthenThPCyanoAcryl,DTBP,TMP,DTBP,3.754966726557541
C60H32F8N6O7SZn,FZnP,rot-EthynBTDPhA,DMP,EthynPhM,DMP,3.5668470379774817
C68H46F8N6O10SZn,FZnP,rot-EthenThPCyanoAcryl,TMP,MOTPA,TMP,3.1430533752140946
C83H62F8N6O6Zn,FZnP,rot-EthynPhA,MOTPA,DTBP,MOTPA,3.0017314667929895
C60H20F18N6O2SZn,FZnP,rot-EthenThPCyanoAcryl,FPh,TPA,FPh,3.4113524111405695
C66H42F8N6O8SZn,FZnP,rot-EthenThPCyanoAcryl,TMP,TPA,TMP,3.353946420907846
C65H31F8N7O2SZn,FZnP,rot-EthynBTDPhA,Ph,TPA,Ph,3.422687492507066
C56H20F18N6O2SZn,FZnP,rot-EthenThPCyanoAcryl,FPh,DTA,FPh,3.3384595924932228
C85H51F8N7O4Zn,FZnP,rot-EthynPhA,TPA,MOTPA,TPA,3.0268463186944246
C67H35F8N7O4SZn,FZnP,rot-EthynBTDPhA,Ph,MOTPA,Ph,3.2306817314456566
C76H62F8N6O2SZn,FZnP,rot-EthenThPCyanoAcryl,DTBP,TPA,DTBP,3.420949599179721
C69H39F8N7O6SZn,FZnP,rot-EthynBTDPhA,DMP,TPA,DMP,3.3280637067967973
C59H34F8N6O8SZn,FZnP,rot-EthynBTDPhA,TMP,Ph,TMP,3.466351549209662
C61H31F8N7O2SZn,FZnP,rot-EthynBTDPhA,Ph,DTA,Ph,3.3772142714126403
C72H62F8N6O2SZn,FZnP,rot-EthenThPCyanoAcryl,DTBP,DTA,DTBP,3.4039783877484524
C61H38F8N6O10SZn,FZnP,rot-EthynBTDPhA,TMP,DMP,TMP,3.406449228483325
C83H47F8N7O2Zn,FZnP,rot-EthynPhA,TPA,TPA,TPA,3.1423354302324924
C77H50F8N6O8Zn,FZnP,rot-EthynPhA,MOTPA,DMP,MOTPA,2.948996915017574
C64H39F8N7O2SZn,FZnP,rot-EthenThPCyanoAcryl,DTA,Ph,DTA,3.0949997433561975
C62H24F18N6O4SZn,FZnP,rot-EthenThPCyanoAcryl,FPh,MOTPA,FPh,3.093757598860975
C75H41F13N6O6Zn,FZnP,rot-EthynPhA,MOTPA,FPh,MOTPA,2.8673018715785474
C71H43F8N7O8SZn,FZnP,rot-EthynBTDPhA,DMP,MOTPA,DMP,3.199165509981299
C64H34F13N7O2SZn,FZnP,rot-EthenThPCyanoAcryl,DTA,FPh,DTA,3.056805280579738
C73H42F8N6O4Zn,FZnP,rot-EthynPhA,TPA,DMP,TPA,3.396304449713057
C89H59F8N7O8Zn,FZnP,rot-EthynPhA,MOTPA,MOTPA,MOTPA,2.7927656363667666
C59H29F13N6O8SZn,FZnP,rot-EthynBTDPhA,TMP,FPh,TMP,3.4051160401612606
C62H36F8N6O9SZn,FZnP,rot-EthynBTDPhA,TMP,EthynPhM,TMP,3.3565511621238784
C65H39F8N7O6SZn,FZnP,rot-EthynBTDPhA,DMP,DTA,DMP,3.3177504456120914
C53H12F18N6O2SZn,FZnP,rot-EthynBTDPhA,FPh,Ph,FPh,4.0075043255859555
C78H66F8N6O4SZn,FZnP,rot-EthenThPCyanoAcryl,DTBP,MOTPA,DTBP,3.2153410029325187
C83H55F8N7O6Zn,FZnP,rot-EthynPhA,MOTPA,DTA,MOTPA,2.765063328406086
C78H48F8N6O7Zn,FZnP,rot-EthynPhA,MOTPA,EthynPhM,MOTPA,2.924004741730414
C66H43F8N7O4SZn,FZnP,rot-EthenThPCyanoAcryl,DTA,DMP,DTA,3.070823701331392
C67H50F8N6O8SZn,FZnP,rot-EthynBTDPhA,TMP,DTBP,TMP,3.4392428688987593
C69H54F8N6O2SZn,FZnP,rot-EthynBTDPhA,DTBP,Ph,DTBP,3.872868653418095
C72H48F8N8O2SZn,FZnP,rot-EthenThPCyanoAcryl,DTA,DTA,DTA,2.897997286844884
C55H16F18N6O4SZn,FZnP,rot-EthynBTDPhA,FPh,DMP,FPh,3.766721621755778
C67H45F8N7O5SZn,FZnP,rot-EthenThPCyanoAcryl,DTA,TMP,DTA,3.073493163871035
C53H7F23N6O2SZn,FZnP,rot-EthynBTDPhA,FPh,FPh,FPh,3.9940115085690877
C56H14F18N6O3SZn,FZnP,rot-EthynBTDPhA,FPh,EthynPhM,FPh,3.747688478732357
C77H70F8N6O2SZn,FZnP,rot-EthynBTDPhA,DTBP,DTBP,DTBP,3.8442197905989133
C77H51F8N7O4Zn,FZnP,rot-EthynPhA,DTA,MOTPA,DTA,2.915420222434932
C77H40F8N8O2SZn,FZnP,rot-EthynBTDPhA,TPA,Ph,TPA,3.1613463779755193
C72H55F8N7O2SZn,FZnP,rot-EthenThPCyanoAcryl,DTA,DTBP,DTA,3.088398526568767
C59H26F8N4O2Zn,FZnP,rot-EthynDPhEPhA,Ph,Ph,Ph,3.8666292175456647
C72H56F8N6O3SZn,FZnP,rot-EthynBTDPhA,DTBP,EthynPhM,DTBP,3.660920895306276
C67H41F8N7O3SZn,FZnP,rot-EthenThPCyanoAcryl,DTA,EthynPhM,DTA,3.017997204303583
C72H60F8N6O5SZn,FZnP,rot-EthynBTDPhA,DTBP,TMP,DTBP,3.5809461705234753
C62H40F8N6O11SZn,FZnP,rot-EthynBTDPhA,TMP,TMP,TMP,3.602124385019124
C69H49F13N6O2SZn,FZnP,rot-EthynBTDPhA,DTBP,FPh,DTBP,3.8746661573401298
C71H58F8N6O4SZn,FZnP,rot-EthynBTDPhA,DTBP,DMP,DTBP,3.74286499057132
C76H48F8N8O2SZn,FZnP,rot-EthenThPCyanoAcryl,DTA,TPA,DTA,2.865105381135095
C59H21F13N4O2Zn,FZnP,rot-EthynDPhEPhA,Ph,FPh,Ph,3.8526072217864566
C56H18F18N6O5SZn,FZnP,rot-EthynBTDPhA,FPh,TMP,FPh,3.5912739579504205
C61H28F18N6O2SZn,FZnP,rot-EthynBTDPhA,FPh,DTBP,FPh,3.919030163786829
C78H51F8N7O8SZn,FZnP,rot-EthenThPCyanoAcryl,MOTPA,DMP,MOTPA,2.716959943979532
C77H35F13N8O2SZn,FZnP,rot-EthynBTDPhA,TPA,FPh,TPA,3.077127600324957
C62H28F8N4O3Zn,FZnP,rot-EthynDPhEPhA,Ph,EthynPhM,Ph,3.6614338088369323
C71H43F8N7O8SZn,FZnP,rot-EthynBTDPhA,TMP,TPA,TMP,3.3199214302111386
C83H52F8N8O8SZn,FZnP,rot-EthynBTDPhA,MOTPA,DMP,MOTPA,3.029596896285284
C78H52F8N8O4SZn,FZnP,rot-EthenThPCyanoAcryl,DTA,MOTPA,DTA,2.6976962409006546
C61H30F8N4O4Zn,FZnP,rot-EthynDPhEPhA,Ph,DMP,Ph,3.6879799416044534
C80H42F8N8O3SZn,FZnP,rot-EthynBTDPhA,TPA,EthynPhM,TPA,3.0675755059438643
C89H49F8N9O2SZn,FZnP,rot-EthynBTDPhA,TPA,TPA,TPA,2.917802269536651
C62H32F8N4O5Zn,FZnP,rot-EthynDPhEPhA,Ph,TMP,Ph,3.565453782798386
C67H42F8N4O2Zn,FZnP,rot-EthynDPhEPhA,Ph,DTBP,Ph,3.797943585662779
C63H34F8N4O6Zn,FZnP,rot-EthynDPhEPhA,DMP,Ph,DMP,3.6432638946296265
C88H56F8N8O6SZn,FZnP,rot-EthenThPCyanoAcryl,MOTPA,TPA,MOTPA,2.647243794451242
C66H36F8N4O7Zn,FZnP,rot-EthynDPhEPhA,DMP,EthynPhM,DMP,3.5280260421293406
C85H56F8N8O2SZn,FZnP,rot-EthynBTDPhA,TPA,DTBP,TPA,3.1849975637787793
C67H25F18N7O4SZn,FZnP,rot-EthynBTDPhA,FPh,MOTPA,FPh,3.1573505538489144
C84H54F8N8O9SZn,FZnP,rot-EthynBTDPhA,MOTPA,TMP,MOTPA,2.968647862257285
C80H46F8N8O5SZn,FZnP,rot-EthynBTDPhA,TPA,TMP,TPA,3.162798380960794
C63H29F13N4O6Zn,FZnP,rot-EthynDPhEPhA,DMP,FPh,DMP,3.6077706004655283
C65H38F8N4O8Zn,FZnP,rot-EthynDPhEPhA,DMP,DMP,DMP,3.5688146623336934
C65H38F8N4O8Zn,FZnP,rot-EthynDPhEPhA,TMP,Ph,TMP,3.444226444191486
C67H43F8N7O8SZn,FZnP,rot-EthynBTDPhA,TMP,DTA,TMP,3.320138786130201
C69H40F8N8O2SZn,FZnP,rot-EthynBTDPhA,DTA,Ph,DTA,3.1088648532407888
C81H63F8N7O2SZn,FZnP,rot-EthynBTDPhA,DTBP,TPA,DTBP,3.3756371681579367
C66H40F8N4O9Zn,FZnP,rot-EthynDPhEPhA,DMP,TMP,DMP,3.478098043075761
C91H53F8N9O4SZn,FZnP,rot-EthynBTDPhA,TPA,MOTPA,TPA,2.82462413790995
C76H42F13N7O6SZn,FZnP,rot-EthenThPCyanoAcryl,MOTPA,FPh,MOTPA,2.623743788392858
C76H47F8N7O6SZn,FZnP,rot-EthenThPCyanoAcryl,MOTPA,Ph,MOTPA,2.652023496133438
C71H50F8N4O6Zn,FZnP,rot-EthynDPhEPhA,DMP,DTBP,DMP,3.6224131282148164
C55H24F8N4O2Zn,FZnP,rot-EthynPhEPhA,Ph,Ph,Ph,4.04344289793778
C79H44F8N8O4SZn,FZnP,rot-EthynBTDPhA,TPA,DMP,TPA,3.144749782679014
C77H63F8N7O2SZn,FZnP,rot-EthynBTDPhA,DTBP,DTA,DTBP,3.377517367854125
C73H47F8N7O10SZn,FZnP,rot-EthynBTDPhA,TMP,MOTPA,TMP,3.1394005645852303
C67H42F8N4O10Zn,FZnP,rot-EthynDPhEPhA,TMP,DMP,TMP,3.3936260827080105
C59H11F23N4O2Zn,FZnP,rot-EthynDPhEPhA,FPh,FPh,FPh,3.8356574324300254
C84H63F8N7O6SZn,FZnP,rot-EthenThPCyanoAcryl,MOTPA,DTBP,MOTPA,2.706778063134607
C90H60F8N8O8SZn,FZnP,rot-EthenThPCyanoAcryl,MOTPA,MOTPA,MOTPA,2.5532309865582192
C79H53F8N7O9SZn,FZnP,rot-EthenThPCyanoAcryl,MOTPA,TMP,MOTPA,2.7075457399593006
C85H49F8N9O2SZn,FZnP,rot-EthynBTDPhA,TPA,DTA,TPA,2.9238282480338285
C65H33F13N4O8Zn,FZnP,rot-EthynDPhEPhA,TMP,FPh,TMP,3.391020984145939
C71H35F8N5O2Zn,FZnP,rot-EthynDPhEPhA,Ph,TPA,Ph,3.3524590796592975
C68H44F8N4O11Zn,FZnP,rot-EthynDPhEPhA,TMP,TMP,TMP,3.329706354615496
C67H35F8N5O2Zn,FZnP,rot-EthynDPhEPhA,Ph,DTA,Ph,3.315424329651478
C69H35F13N8O2SZn,FZnP,rot-EthynBTDPhA,DTA,FPh,DTA,3.0548501032225204
C79H49F8N7O7SZn,FZnP,rot-EthenThPCyanoAcryl,MOTPA,EthynPhM,MOTPA,2.619398671298086
C61H21F18N7O2SZn,FZnP,rot-EthynBTDPhA,FPh,DTA,FPh,3.3400446844278804
C77H47F8N5O8Zn,FZnP,rot-EthynDPhEPhA,DMP,MOTPA,DMP,3.1556811131316636
C75H58F8N4O2Zn,FZnP,rot-EthynDPhEPhA,DTBP,Ph,DTBP,3.782138119701017
C55H19F13N4O2Zn,FZnP,rot-EthynPhEPhA,Ph,FPh,Ph,4.031657096667345
C83H67F8N7O4SZn,FZnP,rot-EthynBTDPhA,DTBP,MOTPA,DTBP,3.203954428223369
C68H40F8N4O9Zn,FZnP,rot-EthynDPhEPhA,TMP,EthynPhM,TMP,3.3495267871791157
C84H56F8N8O6SZn,FZnP,rot-EthenThPCyanoAcryl,MOTPA,DTA,MOTPA,2.577073951152215
C62H18F18N4O3Zn,FZnP,rot-EthynDPhEPhA,FPh,EthynPhM,FPh,3.639310978593585
C77H56F8N8O2SZn,FZnP,rot-EthynBTDPhA,DTA,DTBP,DTA,3.106484163595951
C58H26F8N4O3Zn,FZnP,rot-EthynPhEPhA,Ph,EthynPhM,Ph,3.8145172305847836
C62H22F18N4O5Zn,FZnP,rot-EthynDPhEPhA,FPh,TMP,FPh,3.510812508846584
C73H39F8N5O4Zn,FZnP,rot-EthynDPhEPhA,Ph,MOTPA,Ph,3.1676886013369767
C61H20F18N4O4Zn,FZnP,rot-EthynDPhEPhA,FPh,DMP,FPh,3.659816524160874
C66H44F8N6O5Zn,FZnP,rot-EthynPhA,DTA,TMP,DTA,3.3027759259821323
C67H32F18N4O2Zn,FZnP,rot-EthynDPhEPhA,FPh,DTBP,FPh,3.792301185365318
C58H30F8N4O5Zn,FZnP,rot-EthynPhEPhA,Ph,TMP,Ph,3.7039640888358463
C75H43F8N5O6Zn,FZnP,rot-EthynDPhEPhA,DMP,TPA,DMP,3.3043501844024377
C71H44F8N8O4SZn,FZnP,rot-EthynBTDPhA,DTA,DMP,DTA,3.0721417447680324
C57H28F8N4O4Zn,FZnP,rot-EthynPhEPhA,Ph,DMP,Ph,3.8403549634584806
C59H32F8N4O6Zn,FZnP,rot-EthynPhEPhA,DMP,Ph,DMP,3.780731899290231
C75H53F13N4O2Zn,FZnP,rot-EthynDPhEPhA,DTBP,FPh,DTBP,3.769389792358197
C81H48F8N8O6SZn,FZnP,rot-EthynBTDPhA,MOTPA,Ph,MOTPA,2.7459809683829235
C77H49F8N9O2SZn,FZnP,rot-EthynBTDPhA,DTA,DTA,DTA,2.8917964628195705
C73H54F8N4O8Zn,FZnP,rot-EthynDPhEPhA,TMP,DTBP,TMP,3.4103670786931843
C72H42F8N8O3SZn,FZnP,rot-EthynBTDPhA,DTA,EthynPhM,DTA,3.0305465729860543
C79H51F8N5O10Zn,FZnP,rot-EthynDPhEPhA,TMP,MOTPA,TMP,3.128792054312271
C84H50F8N8O7SZn,FZnP,rot-EthynBTDPhA,MOTPA,EthynPhM,MOTPA,2.686282518623557
C83H74F8N4O2Zn,FZnP,rot-EthynDPhEPhA,DTBP,DTBP,DTBP,3.756798881293662
C63H40F8N4O2Zn,FZnP,rot-EthynPhEPhA,Ph,DTBP,Ph,3.96798391307334
C77H62F8N4O4Zn,FZnP,rot-EthynDPhEPhA,DTBP,DMP,DTBP,3.6597644778058793
C89H64F8N8O6SZn,FZnP,rot-EthynBTDPhA,MOTPA,DTBP,MOTPA,2.7984110004892955
C72H46F8N8O5SZn,FZnP,rot-EthynBTDPhA,DTA,TMP,DTA,3.074998438686407
C59H27F13N4O6Zn,FZnP,rot-EthynPhEPhA,DMP,FPh,DMP,3.7455608050023557
C74H44F8N6O5Zn,FZnP,rot-EthynPhA,TPA,TMP,TPA,3.3914916994838222
C71H43F8N5O6Zn,FZnP,rot-EthynDPhEPhA,DMP,DTA,DMP,3.260584119240889
C81H43F13N8O6SZn,FZnP,rot-EthynBTDPhA,MOTPA,FPh,MOTPA,2.683418742744834
C62H38F8N4O9Zn,FZnP,rot-EthynPhEPhA,DMP,TMP,DMP,3.596222836542097
C62H34F8N4O7Zn,FZnP,rot-EthynPhEPhA,DMP,EthynPhM,DMP,3.650620095915997
C73H29F18N5O4Zn,FZnP,rot-EthynDPhEPhA,FPh,MOTPA,FPh,3.12248579987056
C67H48F8N4O6Zn,FZnP,rot-EthynPhEPhA,DMP,DTBP,DMP,3.759108282510738
C89H57F8N9O6SZn,FZnP,rot-EthynBTDPhA,MOTPA,DTA,MOTPA,2.5960448575865485
C93H57F8N9O6SZn,FZnP,rot-EthynBTDPhA,MOTPA,TPA,MOTPA,2.622750641838593
C67H33F8N5O2Zn,FZnP,rot-EthynPhEPhA,Ph,TPA,Ph,3.479867985044848
C63H33F8N5O2Zn,FZnP,rot-EthynPhEPhA,Ph,DTA,Ph,3.4398606159329574
C71H33F13N6O2Zn,FZnP,rot-EthynPhA,TPA,FPh,TPA,3.3115616168532824
C71H25F18N5O2Zn,FZnP,rot-EthynDPhEPhA,FPh,TPA,FPh,3.27805800572537
C95H61F8N9O8SZn,FZnP,rot-EthynBTDPhA,MOTPA,MOTPA,MOTPA,2.5797776100187093
C61H36F8N4O8Zn,FZnP,rot-EthynPhEPhA,TMP,Ph,TMP,3.5562049743389252
C55H14F18N4O2Zn,FZnP,rot-EthynPhEPhA,FPh,Ph,FPh,4.043237406915637
C97H57F8N7O4Zn,FZnP,rot-EthynDPhEPhA,TPA,MOTPA,TPA,2.820264799270717
C81H49F8N9O2SZn,FZnP,rot-EthynBTDPhA,DTA,TPA,DTA,2.8773100774278646
C77H47F8N5O8Zn,FZnP,rot-EthynDPhEPhA,TMP,TPA,TMP,3.293752655477874
C63H28F8N4O2Zn,FZnP,rot-EthynTPhEPhA,Ph,Ph,Ph,3.56463089644933
C67H25F18N5O2Zn,FZnP,rot-EthynDPhEPhA,FPh,DTA,FPh,3.236425642195286
C61H31F13N4O8Zn,FZnP,rot-EthynPhEPhA,TMP,FPh,TMP,3.4962100428206213
C55H9F23N4O2Zn,FZnP,rot-EthynPhEPhA,FPh,FPh,FPh,4.012630691801746
C79H54F8N6O2Zn,FZnP,rot-EthynPhA,TPA,DTBP,TPA,3.3890726639799595
C64H38F8N4O9Zn,FZnP,rot-EthynPhEPhA,TMP,EthynPhM,TMP,3.449539754315765
C83H44F8N6O2Zn,FZnP,rot-EthynDPhEPhA,TPA,Ph,TPA,3.1581481332329986
C64H42F8N4O11Zn,FZnP,rot-EthynPhEPhA,TMP,TMP,TMP,3.4197630494428495
C74H40F8N6O3Zn,FZnP,rot-EthynPhA,TPA,EthynPhM,TPA,3.2855354186002614
C63H40F8N4O10Zn,FZnP,rot-EthynPhEPhA,TMP,DMP,TMP,3.500688900978389
C87H67F8N5O2Zn,FZnP,rot-EthynDPhEPhA,DTBP,TPA,DTBP,3.3157157361445115
C63H23F13N4O2Zn,FZnP,rot-EthynTPhEPhA,Ph,FPh,Ph,3.544560605791844
C86H46F8N6O3Zn,FZnP,rot-EthynDPhEPhA,TPA,EthynPhM,TPA,3.0791219340352427
C83H39F13N6O2Zn,FZnP,rot-EthynDPhEPhA,TPA,FPh,TPA,3.082337265657543
C71H56F8N4O2Zn,FZnP,rot-EthynPhEPhA,DTBP,Ph,DTBP,3.9446136163463734
C79H47F8N7O2Zn,FZnP,rot-EthynPhA,TPA,DTA,TPA,3.1139407699146204
C69H52F8N4O8Zn,FZnP,rot-EthynPhEPhA,TMP,DTBP,TMP,3.533150401120565
C57H18F18N4O4Zn,FZnP,rot-EthynPhEPhA,FPh,DMP,FPh,3.8132599450431144
C71H51F13N4O2Zn,FZnP,rot-EthynPhEPhA,DTBP,FPh,DTBP,3.9355430985332305
C83H53F8N9O4SZn,FZnP,rot-EthynBTDPhA,DTA,MOTPA,DTA,2.755259629900138
C71H41F8N5O6Zn,FZnP,rot-EthynPhEPhA,DMP,TPA,DMP,3.4067707287089206
C66H30F8N4O3Zn,FZnP,rot-EthynTPhEPhA,Ph,EthynPhM,Ph,3.397053227561969
C79H42F8N6O2Zn,FZnP,rot-EthynPhEPhA,TPA,Ph,TPA,3.5668838086453434
C53H32F8N4O8Zn,FZnP,rot-EthynPhA,TMP,Ph,TMP,3.7904411679854775
C65H32F8N4O4Zn,FZnP,rot-EthynTPhEPhA,Ph,DMP,Ph,3.4190593123228155
C73H60F8N4O4Zn,FZnP,rot-EthynPhEPhA,DTBP,DMP,DTBP,3.8021005902513707
C95H53F8N7O2Zn,FZnP,rot-EthynDPhEPhA,TPA,TPA,TPA,2.9404613529095514
C73H45F8N5O8Zn,FZnP,rot-EthynPhEPhA,DMP,MOTPA,DMP,3.246392847607922
C67H41F8N5O6Zn,FZnP,rot-EthynPhEPhA,DMP,DTA,DMP,3.3583615772294024
C58H20F18N4O5Zn,FZnP,rot-EthynPhEPhA,FPh,TMP,FPh,3.651208310905645
C55H36F8N4O10Zn,FZnP,rot-EthynPhA,TMP,DMP,TMP,3.7248084280718103
C83H67F8N5O2Zn,FZnP,rot-EthynDPhEPhA,DTBP,DTA,DTBP,3.286128272468204
C74H62F8N4O5Zn,FZnP,rot-EthynPhEPhA,DTBP,TMP,DTBP,3.663153342661303
C73H47F8N5O8Zn,FZnP,rot-EthynDPhEPhA,TMP,DTA,TMP,3.2654991321654734
C63H30F18N4O2Zn,FZnP,rot-EthynPhEPhA,FPh,DTBP,FPh,3.964579827283842
C86H50F8N6O5Zn,FZnP,rot-EthynDPhEPhA,TPA,TMP,TPA,3.161457591553699
C67H36F8N4O6Zn,FZnP,rot-EthynTPhEPhA,DMP,Ph,DMP,3.3961199555424173
C66H34F8N4O5Zn,FZnP,rot-EthynTPhEPhA,Ph,TMP,Ph,3.3089445016931904
C91H60F8N6O2Zn,FZnP,rot-EthynDPhEPhA,TPA,DTBP,TPA,3.1735982193524706
C78H52F8N6O9Zn,FZnP,rot-EthynPhA,MOTPA,TMP,MOTPA,2.9462039217718257
C89H71F8N5O4Zn,FZnP,rot-EthynDPhEPhA,DTBP,MOTPA,DTBP,3.143616587987026
C85H48F8N6O4Zn,FZnP,rot-EthynDPhEPhA,TPA,DMP,TPA,3.1386055942903113
C74H58F8N4O3Zn,FZnP,rot-EthynPhEPhA,DTBP,EthynPhM,DTBP,3.733199646648359
C69H40F8N4O8Zn,FZnP,rot-EthynTPhEPhA,DMP,DMP,DMP,3.3389066373024434
C67H31F13N4O6Zn,FZnP,rot-EthynTPhEPhA,DMP,FPh,DMP,3.3578761031159274
C75H44F8N6O2Zn,FZnP,rot-EthynDPhEPhA,DTA,Ph,DTA,3.0755953621260232
C67H23F18N5O2Zn,FZnP,rot-EthynPhEPhA,FPh,TPA,FPh,3.4113882501465014
C78H50F8N6O5Zn,FZnP,rot-EthynDPhEPhA,DTA,TMP,DTA,3.0584660961159216
C63H23F18N5O2Zn,FZnP,rot-EthynPhEPhA,FPh,DTA,FPh,3.3995500847605626
C70H42F8N4O9Zn,FZnP,rot-EthynTPhEPhA,DMP,TMP,DMP,3.2623937810013786
C70H38F8N4O7Zn,FZnP,rot-EthynTPhEPhA,DMP,EthynPhM,DMP,3.2976927666426263
C91H53F8N7O2Zn,FZnP,rot-EthynDPhEPhA,TPA,DTA,TPA,2.9173300177110377
C77H48F8N6O4Zn,FZnP,rot-EthynDPhEPhA,DTA,DMP,DTA,3.061351082133342
C69H27F18N5O4Zn,FZnP,rot-EthynPhEPhA,FPh,MOTPA,FPh,3.2260265199575997
C75H39F13N6O2Zn,FZnP,rot-EthynDPhEPhA,DTA,FPh,DTA,3.038055387334907
C75H52F8N4O6Zn,FZnP,rot-EthynTPhEPhA,DMP,DTBP,DMP,3.3792993646809464
C90H54F8N6O7Zn,FZnP,rot-EthynDPhEPhA,MOTPA,EthynPhM,MOTPA,2.7137311180365487
C73H45F8N5O8Zn,FZnP,rot-EthynPhEPhA,TMP,TPA,TMP,3.3853990924869777
C63H18F18N4O2Zn,FZnP,rot-EthynTPhEPhA,FPh,Ph,FPh,3.5525890207570683
C71H37F8N5O2Zn,FZnP,rot-EthynTPhEPhA,Ph,DTA,Ph,3.098675534591507
C87H47F13N6O6Zn,FZnP,rot-EthynDPhEPhA,MOTPA,FPh,MOTPA,2.6954856168658807
C63H13F23N4O2Zn,FZnP,rot-EthynTPhEPhA,FPh,FPh,FPh,3.5171743445906714
C87H52F8N6O6Zn,FZnP,rot-EthynDPhEPhA,MOTPA,Ph,MOTPA,2.786656406301063
C69H35F13N4O8Zn,FZnP,rot-EthynTPhEPhA,TMP,FPh,TMP,3.1785469265793154
C82H44F8N6O3Zn,FZnP,rot-EthynPhEPhA,TPA,EthynPhM,TPA,3.1467161662179706
C75H37F8N5O2Zn,FZnP,rot-EthynTPhEPhA,Ph,TPA,Ph,3.125375102707835
C83H53F8N7O2Zn,FZnP,rot-EthynDPhEPhA,DTA,DTA,DTA,2.900543089958205
C69H40F8N4O8Zn,FZnP,rot-EthynTPhEPhA,TMP,Ph,TMP,3.2284814263935004
C81H49F8N5O8Zn,FZnP,rot-EthynTPhEPhA,DMP,MOTPA,DMP,2.9676845809466386
C66H20F18N4O3Zn,FZnP,rot-EthynTPhEPhA,FPh,EthynPhM,FPh,3.3660487141864905
C56H38F8N4O11Zn,FZnP,rot-EthynPhA,TMP,TMP,TMP,3.637686075057559
C71H44F8N4O10Zn,FZnP,rot-EthynTPhEPhA,TMP,DMP,TMP,3.1981021042644215
C87H53F8N7O2Zn,FZnP,rot-EthynDPhEPhA,DTA,TPA,DTA,2.8798260915984883
C79H37F13N6O2Zn,FZnP,rot-EthynPhEPhA,TPA,FPh,TPA,3.180880843841919
C72H42F8N4O9Zn,FZnP,rot-EthynTPhEPhA,TMP,EthynPhM,TMP,3.1472087376482705
C72H46F8N4O11Zn,FZnP,rot-EthynTPhEPhA,TMP,TMP,TMP,3.135360292638893
C83H65F8N5O2Zn,FZnP,rot-EthynPhEPhA,DTBP,TPA,DTBP,3.4452793935715817
C78H46F8N6O3Zn,FZnP,rot-EthynDPhEPhA,DTA,EthynPhM,DTA,3.0227460094951084
C79H60F8N4O2Zn,FZnP,rot-EthynTPhEPhA,DTBP,Ph,DTBP,3.495586376590154
C69H45F8N5O8Zn,FZnP,rot-EthynPhEPhA,TMP,DTA,TMP,3.3624213375263707
C65H22F18N4O4Zn,FZnP,rot-EthynTPhEPhA,FPh,DMP,FPh,3.3808914468107787
C95H68F8N6O6Zn,FZnP,rot-EthynDPhEPhA,MOTPA,DTBP,MOTPA,2.800005469168127
C79H55F13N4O2Zn,FZnP,rot-EthynTPhEPhA,DTBP,FPh,DTBP,3.4770359905222676
C66H24F18N4O5Zn,FZnP,rot-EthynTPhEPhA,FPh,TMP,FPh,3.2571077053505633
C71H34F18N4O2Zn,FZnP,rot-EthynTPhEPhA,FPh,DTBP,FPh,3.4875594977637547
C91H51F8N7O2Zn,FZnP,rot-EthynPhEPhA,TPA,TPA,TPA,3.005307531888093
C77H41F8N5O4Zn,FZnP,rot-EthynTPhEPhA,Ph,MOTPA,Ph,2.967139770657127
C65H41F8N5O8Zn,FZnP,rot-EthynPhA,TMP,TPA,TMP,3.597546812329824
C79H45F8N5O6Zn,FZnP,rot-EthynTPhEPhA,DMP,TPA,DMP,3.1083335942408894
C95H62F8N6O2Zn,FZnP,rot-EthynTPhEPhA,TPA,DTBP,TPA,3.2225033857191647
C82H62F8N4O3Zn,FZnP,rot-EthynTPhEPhA,DTBP,EthynPhM,DTBP,3.333903886282201
C85H69F8N5O4Zn,FZnP,rot-EthynPhEPhA,DTBP,MOTPA,DTBP,3.2745134853767013
